min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
142,6,158,25,19,152,6,142
135,74,147,98,90,141,74,135
130,104,144,120,110,136,104,131
125,23,140,32,27,132,23,125
114,68,130,82,74,123,68,114
111,31,124,42,37,118,31,111
87,16,110,39,23,94,16,88
77,163,94,186,171,85,163,77
75,93,87,112,96,83,93,75
74,118,87,135,126,80,118,74
71,11,86,21,16,79,11,71
69,206,82,224,210,75,206,70
67,224,83,237,230,75,224,67
67,84,79,94,89,73,84,69
62,46,72,61,57,68,46,63
60,237,69,254,242,64,237,61
54,172,67,194,184,60,172,56
51,59,62,86,69,54,59,52
39,105,59,117,109,55,105,40
35,83,53,98,92,39,83,36
25,206,34,222,217,29,206,25
25,8,36,16,12,30,8,27
15,184,36,194,190,31,184,16
12,229,19,247,240,15,229,13
8,5,22,19,10,14,5,9
1,169,13,183,173,5,169,2
1,140,14,152,146,4,140,5
1,106,11,122,117,5,106,2
